Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides Mutant 1	Peptides Mutant 2	Peptides WT	Razor + unique peptides Mutant 1	Razor + unique peptides Mutant 2	Razor + unique peptides WT	Unique peptides Mutant 1	Unique peptides Mutant 2	Unique peptides WT	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Q-value	Score	Identification type Mutant 1	Identification type Mutant 2	Identification type WT	Reporter intensity corrected 0	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity 0	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity count 0	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity corrected 0 Mutant 1	Reporter intensity corrected 1 Mutant 1	Reporter intensity corrected 2 Mutant 1	Reporter intensity corrected 3 Mutant 1	Reporter intensity corrected 4 Mutant 1	Reporter intensity corrected 5 Mutant 1	Reporter intensity corrected 6 Mutant 1	Reporter intensity corrected 7 Mutant 1	Reporter intensity corrected 8 Mutant 1	Reporter intensity corrected 9 Mutant 1	Reporter intensity corrected 0 Mutant 2	Reporter intensity corrected 1 Mutant 2	Reporter intensity corrected 2 Mutant 2	Reporter intensity corrected 3 Mutant 2	Reporter intensity corrected 4 Mutant 2	Reporter intensity corrected 5 Mutant 2	Reporter intensity corrected 6 Mutant 2	Reporter intensity corrected 7 Mutant 2	Reporter intensity corrected 8 Mutant 2	Reporter intensity corrected 9 Mutant 2	Reporter intensity corrected 0 WT	Reporter intensity corrected 1 WT	Reporter intensity corrected 2 WT	Reporter intensity corrected 3 WT	Reporter intensity corrected 4 WT	Reporter intensity corrected 5 WT	Reporter intensity corrected 6 WT	Reporter intensity corrected 7 WT	Reporter intensity corrected 8 WT	Reporter intensity corrected 9 WT	Reporter intensity 0 Mutant 1	Reporter intensity 1 Mutant 1	Reporter intensity 2 Mutant 1	Reporter intensity 3 Mutant 1	Reporter intensity 4 Mutant 1	Reporter intensity 5 Mutant 1	Reporter intensity 6 Mutant 1	Reporter intensity 7 Mutant 1	Reporter intensity 8 Mutant 1	Reporter intensity 9 Mutant 1	Reporter intensity 0 Mutant 2	Reporter intensity 1 Mutant 2	Reporter intensity 2 Mutant 2	Reporter intensity 3 Mutant 2	Reporter intensity 4 Mutant 2	Reporter intensity 5 Mutant 2	Reporter intensity 6 Mutant 2	Reporter intensity 7 Mutant 2	Reporter intensity 8 Mutant 2	Reporter intensity 9 Mutant 2	Reporter intensity 0 WT	Reporter intensity 1 WT	Reporter intensity 2 WT	Reporter intensity 3 WT	Reporter intensity 4 WT	Reporter intensity 5 WT	Reporter intensity 6 WT	Reporter intensity 7 WT	Reporter intensity 8 WT	Reporter intensity 9 WT	Reporter intensity count 0 Mutant 1	Reporter intensity count 1 Mutant 1	Reporter intensity count 2 Mutant 1	Reporter intensity count 3 Mutant 1	Reporter intensity count 4 Mutant 1	Reporter intensity count 5 Mutant 1	Reporter intensity count 6 Mutant 1	Reporter intensity count 7 Mutant 1	Reporter intensity count 8 Mutant 1	Reporter intensity count 9 Mutant 1	Reporter intensity count 0 Mutant 2	Reporter intensity count 1 Mutant 2	Reporter intensity count 2 Mutant 2	Reporter intensity count 3 Mutant 2	Reporter intensity count 4 Mutant 2	Reporter intensity count 5 Mutant 2	Reporter intensity count 6 Mutant 2	Reporter intensity count 7 Mutant 2	Reporter intensity count 8 Mutant 2	Reporter intensity count 9 Mutant 2	Reporter intensity count 0 WT	Reporter intensity count 1 WT	Reporter intensity count 2 WT	Reporter intensity count 3 WT	Reporter intensity count 4 WT	Reporter intensity count 5 WT	Reporter intensity count 6 WT	Reporter intensity count 7 WT	Reporter intensity count 8 WT	Reporter intensity count 9 WT	Sequence coverage Mutant 1 [%]	Sequence coverage Mutant 2 [%]	Sequence coverage WT [%]	Intensity	Intensity Mutant 1	Intensity Mutant 2	Intensity WT	iBAQ	iBAQ Mutant 1	iBAQ Mutant 2	iBAQ WT	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	HexNAc (ST) site IDs	Oxidation (M) site IDs	HexNAc (ST) site positions	Oxidation (M) site positions
Q9V597	Q9V597	1	1	1	60S ribosomal protein L31	RpL31	sp|Q9V597|RL31_DROME 60S ribosomal protein L31 OS=Drosophila melanogaster OX=7227 GN=RpL31 PE=1 SV=1	1	1	1	1	0	0	1	0	0	1	0	0	1	11.3	11.3	11.3	14.532	124	124	1	1			0	10.305			By MS/MS	4216.9	4417.5	1416.6	1424.3	2403.6	2797.1	11992	1635.5	0	500.77	3979.8	4156	1617.6	1667.1	2505	2728.8	11415	1700.6	403.01	509.39	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4216.9	4417.5	1416.6	1424.3	2403.6	2797.1	11992	1635.5	0	500.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3979.8	4156	1617.6	1667.1	2505	2728.8	11415	1700.6	403.01	509.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1	0	0	11.3	1775900	0	0	1775900	253700	0	0	253700	1				225	276	True	302	1066	864	864				
Q9V5C6	Q9V5C6	1	1	1	Proteasome subunit alpha type-3	Prosalpha7	sp|Q9V5C6|PSA3_DROME Proteasome subunit alpha type-3 OS=Drosophila melanogaster OX=7227 GN=Prosalpha7 PE=1 SV=1	1	1	1	1	1	1	1	1	1	1	1	1	1	8.3	8.3	8.3	27.675	253	253	2	1	1	1	0	15.624	By matching	By matching	By MS/MS	5190.1	3531.5	2481	1341.3	1118.9	1978.7	9093	2145.3	440.33	1500.5	4901	3323.6	2652.3	1521.1	1320.4	1959.8	8636	2190.6	801.45	1462.5	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5190.1	3531.5	2481	1341.3	1118.9	1978.7	9093	2145.3	440.33	1500.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4901	3323.6	2652.3	1521.1	1320.4	1959.8	8636	2190.6	801.45	1462.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	8.3	8.3	8.3	3801900	411890	377460	3012500	237620	25743	23591	188280	1				226	296	True	324	1136;1137;1138	932	932		154		76
Q9VAC4	Q9VAC4	1	1	1		Nph	tr|Q9VAC4|Q9VAC4_DROME GEO09167p1 OS=Drosophila melanogaster OX=7227 GN=Nph PE=1 SV=1	1	1	1	1	0	1	0	0	1	0	0	1	0	22.4	22.4	22.4	17.369	156	156	3			2	0	22.504		By MS/MS		1938.6	5064.6	3392.2	491.63	3173.3	0	788.31	398.72	1327.5	437.43	1839.9	4758.3	3325	775.99	3200	0	901.28	397.67	1287	421.12	2	2	2	2	2	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	1938.6	5064.6	3392.2	491.63	3173.3	0	788.31	398.72	1327.5	437.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1839.9	4758.3	3325	775.99	3200	0	901.28	397.67	1287	421.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	22.4	0	16555000	0	16555000	0	2365000	0	2365000	0	2				227	283	True	310	1093;1094	895;896	895		155		1
Q9VBI3	Q9VBI3	1	1	1		Vps2	tr|Q9VBI3|Q9VBI3_DROME RH72336p OS=Drosophila melanogaster OX=7227 GN=Vps2 PE=1 SV=1	1	1	1	1	1	1	1	1	1	1	1	1	1	2.7	2.7	2.7	27.348	256	256	2	1	1	1	0	6.3749	By MS/MS	By MS/MS	By MS/MS	24607	19696	22665	7193.2	11225	7880.1	19334	3877.2	5525.5	8596.7	23277	18535	22810	8159.8	12168	7833.9	18903	4303.3	5711.5	8184.6	3	3	3	3	3	3	3	3	2	3	9071.7	2684.9	3301	1211.9	1367.1	1422.6	1679.4	1072.9	941.04	1906.7	7965.3	8356.1	16253	1792.9	5949.9	2045.9	1969.3	1396.5	4584.5	190	7570.1	8655	3111.3	4188.4	3908.2	4411.6	15685	1407.8	0	6500	8562.5	2527.9	3632.6	1337.7	1505.2	1415.8	1674.3	1147.2	959.85	1820.2	7568.3	7856.3	15756	2245.5	6592.5	2031.6	2267.4	1431.7	4412.6	211.23	7146.6	8150.6	3421.2	4576.7	4070.4	4386.5	14961	1724.3	339.09	6153.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	2.7	2.7	2.7	16401000	2209000	8784600	5407200	1822300	245450	976070	600800	3				228	282	True	309	1090;1091;1092	892;893;894	894		156		1
Q9VC18	Q9VC18	1	1	1			tr|Q9VC18|Q9VC18_DROME RE29555p OS=Drosophila melanogaster OX=7227 GN=atic PE=1 SV=1	1	1	1	1	1	1	1	1	1	1	1	1	1	3.4	3.4	3.4	63.323	590	590	2	1	1	1	0	9.5396	By matching	By matching	By MS/MS	6474	6569.5	2665	919.04	796.17	1439.2	4964.7	265.95	23.231	893.7	6111.7	6173.8	2887.4	1296.9	972.57	1406.3	4718.1	339.16	232.5	847.68	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6474	6569.5	2665	919.04	796.17	1439.2	4964.7	265.95	23.231	893.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6111.7	6173.8	2887.4	1296.9	972.57	1406.3	4718.1	339.16	232.5	847.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	3.4	3.4	3.4	2969300	429400	564800	1975100	89979	13012	17115	59852	1				229	332	True	363	1246;1247;1248	1022	1022				
Q9VG79	Q9VG79	1	1	1		Dip-C	tr|Q9VG79|Q9VG79_DROME Dipeptidase C, isoform A OS=Drosophila melanogaster OX=7227 GN=Dip-C PE=1 SV=2	1	1	1	1	1	0	1	1	0	1	1	0	1	4.9	4.9	4.9	54.645	491	491	1.33	2	1		0	19.081	By matching		By MS/MS	7346.2	6896	2855.1	809.14	2277.8	1794.2	9400.4	1546.1	114.87	685.28	6934.6	6479.7	3139.5	1007	2437.6	1752.6	8972.5	1581.1	507.17	681.05	2	2	2	1	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7346.2	6896	2855.1	809.14	2277.8	1794.2	9400.4	1546.1	114.87	685.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6934.6	6479.7	3139.5	1007	2437.6	1752.6	8972.5	1581.1	507.17	681.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	1	2	2	2	2	2	2	4.9	0	4.9	5078000	816610	0	4261300	203120	32664	0	170450	2				230	28	True	33	107;108;109	96;97	96		157;158		123;135
Q9VHH7	Q9VHH7	1	1	1	Adenosine deaminase-like protein	Ada	sp|Q9VHH7|ADAL_DROME Adenosine deaminase-like protein OS=Drosophila melanogaster OX=7227 GN=Ada PE=2 SV=1	1	1	1	1	0	1	1	0	1	1	0	1	1	5.6	5.6	5.6	37.575	337	337	2	1		1	0	18.652		By MS/MS	By MS/MS	9168.2	9111.4	6889	2788.9	4797.5	4375	9148	2011.2	2687.9	2804.6	8666.9	8571.2	7050.5	3275	5047.4	4290.2	8926.1	2193.5	2926.1	2687.4	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	2181.1	3371.2	4564.5	307.83	2786.9	979.77	906.26	436.71	1464.7	377.32	6987	5740.3	2324.5	2481.1	2010.6	3395.2	8241.8	1574.5	1223.2	2427.3	0	0	0	0	0	0	0	0	0	0	2072.8	3167.2	4433.8	513.83	2907	945.99	1028.1	470.47	1421.5	365.4	6594.1	5404	2616.6	2761.1	2140.4	3344.2	7898	1723	1504.6	2322	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	5.6	5.6	5872200	0	1941600	3930600	234890	0	77666	157220	2				231	11	True	12	38;39	32;33	32				
Q9VHX4	Q9VHX4	1	1	1			tr|Q9VHX4|Q9VHX4_DROME CG2767 OS=Drosophila melanogaster OX=7227 GN=Dmel\CG2767 PE=1 SV=1	1	1	1	1	1	1	1	1	1	1	1	1	1	7.6	7.6	7.6	36.862	329	329	2	1	1	1	0	11.194	By matching	By MS/MS	By MS/MS	11921	12250	5973.1	429.72	2472.6	1760.1	6062.4	2097.6	120.37	366.91	11258	11504	6320.5	996.72	2761	1709.8	5835.8	2102	352.71	383.6	2	2	2	1	2	2	2	2	1	1	0	0	0	0	0	0	0	0	0	0	2876.6	2987.4	2132.9	0	1128.1	307.65	426.23	450.99	0	0	9044.6	9262.2	3840.2	429.72	1344.5	1452.4	5636.1	1646.6	120.37	366.91	0	0	0	0	0	0	0	0	0	0	2719.2	2805.1	2176.9	0	1193.8	296.43	455.9	446.82	0	0	8539	8699.3	4143.6	996.72	1567.2	1413.3	5379.9	1655.2	352.71	383.6	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	7.6	7.6	7.6	7840900	1703400	1552100	4585400	373380	81116	73908	218350	2				232	75	True	85	284;285;286	221;222	221		159		134
Q9VJD1	Q9VJD1	1	1	1		GCS2beta	tr|Q9VJD1|Q9VJD1_DROME Glucosidase 2 beta subunit, isoform A OS=Drosophila melanogaster OX=7227 GN=GCS2beta PE=1 SV=1	1	1	1	1	0	0	1	0	0	1	0	0	1	2.4	2.4	2.4	61.539	548	548	1	1			0	7.7797			By MS/MS	1384.6	1397.3	616.05	2307.3	712.6	717.04	2657.6	250.03	83.985	793.06	1307.3	1325.1	669.36	2287.9	742.52	785.34	2541.3	292.79	192.02	752.55	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1384.6	1397.3	616.05	2307.3	712.6	717.04	2657.6	250.03	83.985	793.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1307.3	1325.1	669.36	2287.9	742.52	785.34	2541.3	292.79	192.02	752.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	2.4	3279400	0	0	3279400	163970	0	0	163970	1				233	363	True	395	1344	1095	1095				
Q9VJZ6	Q9VJZ6	1	1	1			tr|Q9VJZ6|Q9VJZ6_DROME CG6523 OS=Drosophila melanogaster OX=7227 GN=Grx3 PE=1 SV=1	1	1	1	1	0	0	1	0	0	1	0	0	1	6	6	6	23.631	216	216	1	1			0	7.8277			By MS/MS	3556.4	3132.7	1559.7	13.431	303.95	999.31	3272.2	691.14	0	749	3357.8	2941.6	1675.6	220.01	421.47	955.21	3098.6	727.77	0	721.27	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3556.4	3132.7	1559.7	13.431	303.95	999.31	3272.2	691.14	0	749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3357.8	2941.6	1675.6	220.01	421.47	955.21	3098.6	727.77	0	721.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1	0	0	6	2093600	0	0	2093600	174470	0	0	174470	1				234	22	True	25	75	58	58		160;161		132;135
Q9VKH5	Q9VKH5	1	1	1		Osi21	tr|Q9VKH5|Q9VKH5_DROME Osiris 21 OS=Drosophila melanogaster OX=7227 GN=Osi21 PE=4 SV=1	1	1	1	1	1	0	0	1	0	0	1	0	0	4.6	4.6	4.6	30.36	282	282	2		1		0.0077821	5.5262	By MS/MS			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.6	0	0	0	0	0	0	0	0	0	0	1				235	358	True	390	1327	1081	1081				
Q9VKI8	Q9VKI8	1	1	1			tr|Q9VKI8|Q9VKI8_DROME CG6287 OS=Drosophila melanogaster OX=7227 GN=GH26 PE=1 SV=1	1	1	1	1	1	1	1	1	1	1	1	1	1	7.2	7.2	7.2	35.234	332	332	1.75	5	5	2	0	29.499	By MS/MS	By MS/MS	By MS/MS	31480	26543	17314	5013.6	13729	12061	33350	9657.4	2388.1	2919.4	29735	24952	18242	6545.8	14392	11751	32140	9868.2	3243.9	2856.4	10	10	10	9	10	10	9	10	6	6	11238	3891.7	4130.4	414.54	3815.7	2672.6	2885.9	1472.3	560.58	1296.6	7066	8001.5	7359.5	189.35	5365.3	4123	2967.5	4094.9	1232.2	0	13176	14650	5824	4409.7	4548.2	5265.7	27496	4090.2	595.36	1622.9	10608	3656.6	4562.1	644.83	3875.5	2565.5	2901.6	1562.4	651.74	1243.1	6687.4	7514.3	7364.8	734.43	5527	3956.8	3088.3	4108.6	1226.4	0	12440	13781	6314.8	5166.5	4990	5228.2	26150	4197.2	1365.8	1613.3	3	3	3	2	3	3	2	3	2	2	2	2	2	2	2	2	2	2	1	0	5	5	5	5	5	5	5	5	3	4	7.2	7.2	7.2	69904000	16077000	24762000	29065000	3883600	893170	1375700	1614700	11				236	293	True	320;321	1118;1119;1120;1121;1122;1123;1124;1125;1126;1127;1128;1129	917;918;919;920;921;922;923;924;925;926;927	922		162		191
Q9VKQ9	Q9VKQ9	1	1	1	Protein dpy-30 homolog	Dpy-30L1	sp|Q9VKQ9|DPY30_DROME Protein dpy-30 homolog OS=Drosophila melanogaster OX=7227 GN=Dpy-30L1 PE=1 SV=1	1	1	1	1	1	1	1	1	1	1	1	1	1	11.9	11.9	11.9	13.794	134	134	2	2	2	2	0	35.18	By MS/MS	By MS/MS	By MS/MS	32240	21284	16532	4241.6	13430	13142	43585	28849	19334	26497	30449	20009	17569	5538.3	14216	13022	42254	29128	20106	25618	4	4	4	4	4	4	4	4	4	4	15950	8239.4	6362.4	1794	5944.8	5878.8	9208.1	11035	7407.5	12368	2844.2	2782.9	2298	146.3	2103.3	2021.6	2451	3620.1	5328.5	832.23	13446	10262	7871.7	2301.2	5382.3	5241.1	31926	14194	6598.4	13297	15057	7746.7	6958.9	2301.1	6101.9	5798.3	9167	11242	7385.3	11902	2689.3	2613.9	2343.6	341.27	2153.6	1964.3	2557	3594.4	5135.6	867.43	12702	9648.4	8266.4	2895.9	5960.4	5259.5	30530	14292	7584.9	12849	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	11.9	11.9	11.9	21171000	8085200	3647600	9438200	4234200	1617000	729520	1887600	4				237	90	True	101	330;331;332;333;334;335	257;258;259;260	257				
X2J5E8;Q9VL78	X2J5E8;Q9VL78	1;1	1;1	1;1	FK506-binding protein 59	FKBP59	tr|X2J5E8|X2J5E8_DROME Peptidylprolyl isomerase OS=Drosophila melanogaster OX=7227 GN=FKBP59 PE=4 SV=1;sp|Q9VL78|FKB59_DROME FK506-binding protein 59 OS=Drosophila melanogaster OX=7227 GN=FKBP59 PE=1 SV=1	2	1	1	1	1	1	1	1	1	1	1	1	1	3.2	3.2	3.2	48.795	439	439;439	2	1	1	1	0	8.9304	By matching	By MS/MS	By MS/MS	20250	20586	9234.1	1045.5	3636.4	4343.5	15893	3253.1	1145	2123.6	19121	19336	9886.1	2319.1	4180.1	4196.8	15186	3369.4	1755.3	2075	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	4821.4	3883.5	2319.6	32.976	954.34	1657.8	378.08	643.58	752.83	336.15	15429	16703	6914.5	1012.5	2682	2685.7	15515	2609.5	392.17	1787.5	0	0	0	0	0	0	0	0	0	0	4552.9	3646.7	2461.7	294.97	1041.3	1577.1	422.79	695	726.92	331.42	14568	15689	7424.4	2024.1	3138.8	2619.7	14763	2674.4	1028.4	1743.5	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3.2	3.2	3.2	6717300	704300	1895700	4117300	268690	28172	75826	164690	2				238	18	True	21	60;61;62	46;47	46				
Q9VMW7	Q9VMW7	1	1	1	Inosine triphosphate pyrophosphatase	CG8891	sp|Q9VMW7|ITPA_DROME Inosine triphosphate pyrophosphatase OS=Drosophila melanogaster OX=7227 GN=CG8891 PE=2 SV=1	1	1	1	1	0	1	0	0	1	0	0	1	0	7.9	7.9	7.9	21.448	191	191	3			1	0	19.395		By MS/MS		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.9	0	0	0	0	0	0	0	0	0	1				239	223	True	248	893	735	735				
Q9VN73	Q9VN73	1	1	1			tr|Q9VN73|Q9VN73_DROME CG1124 OS=Drosophila melanogaster OX=7227 GN=CT1789 PE=2 SV=1	1	1	1	1	0	0	1	0	0	1	0	0	1	4.5	4.5	4.5	27.005	246	246	1	1			0.0042735	5.6976			By MS/MS	5248.5	5689.4	2219.9	1658.7	1894.4	2094.2	9936.5	2412.5	1529.7	2633.7	4955.1	5351.6	2420.6	1956.1	2047.4	2088.6	9498.1	2487	1866	2535.8	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5248.5	5689.4	2219.9	1658.7	1894.4	2094.2	9936.5	2412.5	1529.7	2633.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4955.1	5351.6	2420.6	1956.1	2047.4	2088.6	9498.1	2487	1866	2535.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	4.5	1634400	0	0	1634400	108960	0	0	108960	1				240	196	True	219	806	659	659				
Q9VNI4	Q9VNI4	1	1	1			tr|Q9VNI4|Q9VNI4_DROME CG2046 OS=Drosophila melanogaster OX=7227 GN=Dmel\CG2046 PE=1 SV=1	1	1	1	1	1	1	1	1	1	1	1	1	1	9.4	9.4	9.4	25.782	235	235	2	1	1	1	0	15.174	By MS/MS	By MS/MS	By MS/MS	13523	14555	11914	2200.1	6541	3750	10385	4371.7	5441.4	3359.3	12790	13679	12031	2919.7	7004.7	3703.8	10251	4462.3	5578.7	3254.2	4	4	4	3	4	4	4	4	4	3	2567.3	1806.9	1330.2	0	685.11	494.77	1496.6	1036.7	276.91	970.49	5269.7	6561.4	8474.6	850.31	3825.9	1781.7	1460.7	1461.4	3566.8	306.26	5686	6186.2	2109.5	1349.8	2029.9	1473.5	7427.4	1873.6	1597.7	2082.6	2424.6	1696.6	1404.2	0	743.66	482.47	1451.1	1048.1	324.96	937.83	4998.5	6165.8	8287.8	1236.6	4125.6	1740.9	1658.1	1487.6	3430	312.03	5367	5816.4	2339	1683.1	2135.5	1480.4	7141.6	1926.6	1823.7	2004.4	1	1	1	0	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	9.4	9.4	9.4	10331000	1711900	1937400	6681600	794680	131680	149030	513970	4				241	58	True	65	225;226;227	177;178;179;180	179				
Q9VQB4	Q9VQB4	1	1	1			tr|Q9VQB4|Q9VQB4_DROME CG3609, isoform A OS=Drosophila melanogaster OX=7227 GN=CT12127 PE=1 SV=1	1	1	1	1	1	0	1	1	0	1	1	0	1	5.4	5.4	5.4	37.285	335	335	1.5	1	1		0	17.689	By matching		By MS/MS	3502.7	4594.4	1770.4	1827	1623.2	1617.7	5086.3	349.86	253.74	1333.9	3307.9	4324.4	1887	2041.5	1700.3	1617.5	4878.8	440.26	455.33	1264.1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3502.7	4594.4	1770.4	1827	1623.2	1617.7	5086.3	349.86	253.74	1333.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3307.9	4324.4	1887	2041.5	1700.3	1617.5	4878.8	440.26	455.33	1264.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	5.4	0	5.4	2373700	547420	0	1826300	113030	26068	0	86965	1				242	300	True	328	1151;1152	942	942				
Q9VQF7	Q9VQF7	1	1	1		Bacc	sp|Q9VQF7|BACC_DROME Bacchus OS=Drosophila melanogaster OX=7227 GN=Bacc PE=2 SV=1	1	1	1	1	1	0	1	1	0	1	1	0	1	11.2	11.2	11.2	15.46	152	152	1.5	1	1		0	15.4	By matching		By MS/MS	2583.1	3534.9	203.36	0	563.91	396.18	4358.6	1469	525.12	1506.3	2435.4	3319.1	353.16	0	601.01	395.71	4149.5	1477.3	680.73	1452.4	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2583.1	3534.9	203.36	0	563.91	396.18	4358.6	1469	525.12	1506.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2435.4	3319.1	353.16	0	601.01	395.71	4149.5	1477.3	680.73	1452.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	11.2	0	11.2	1644600	82931	0	1561600	411140	20733	0	390410	1				243	0	True	0	0;1	0	0				
